id,hometown,habit,age,gender,result
725,Binh Duong,badminton,21,male,no
726,Hai Duong,volleyball,23,male,no
727,Hai Duong,football,23,male,no
728,Hai Duong,badminton,23,female,no
729,Hai Phong,marathon,22,female,no
730,Ca Mau,marathon,18,female,no
731,Vinh,football,20,male,no
732,Vinh Phuc,volleyball,18,female,yes
733,Hai Phong,football,21,male,no
734,Hai Duong,marathon,22,male,no
735,Ha Noi,football,22,male,yes
736,Hai Duong,volleyball,23,female,yes
737,Ca Mau,marathon,21,female,no
738,Vinh Phuc,badminton,18,female,no
739,Binh Duong,badminton,21,male,no
740,Ha Noi,badminton,18,female,no
741,Vinh Phuc,football,23,male,no
742,Vinh Phuc,volleyball,20,female,no
743,Ca Mau,marathon,19,male,no
744,Hai Duong,volleyball,23,male,yes
745,Vinh,volleyball,21,female,yes
746,Hai Phong,volleyball,22,male,no
747,Ha Noi,badminton,20,female,yes
748,Hai Duong,marathon,21,female,yes
749,Ca Mau,volleyball,19,male,yes
750,Vinh Phuc,badminton,21,female,no
751,Hai Duong,football,19,female,no
752,Hai Phong,marathon,20,female,yes
753,Hai Phong,marathon,23,male,yes
754,Vinh,marathon,18,male,no
755,Vinh,volleyball,22,female,no
756,Vinh,badminton,20,female,yes
757,Hai Duong,football,18,male,yes
758,Ca Mau,volleyball,21,male,yes
759,Hai Phong,football,19,female,no
760,Ca Mau,badminton,23,female,no
761,Hai Duong,volleyball,23,female,yes
762,Hai Phong,volleyball,20,female,yes
763,Binh Duong,volleyball,18,male,yes
764,Vinh,marathon,19,female,no
765,Vinh Phuc,marathon,19,female,no
766,Ha Noi,football,20,male,yes
767,Hai Phong,marathon,22,female,no
768,Ca Mau,volleyball,22,female,yes
769,Ca Mau,volleyball,23,male,yes
770,Hai Phong,volleyball,22,female,no
771,Hai Duong,marathon,21,female,no
772,Binh Duong,badminton,22,male,no
773,Binh Duong,marathon,21,female,yes
774,Ha Noi,volleyball,22,male,yes
775,Ca Mau,badminton,23,female,yes
776,Binh Duong,football,21,female,no
777,Hai Phong,football,21,male,no
778,Ha Noi,football,19,male,no
779,Ca Mau,marathon,20,female,yes
780,Binh Duong,volleyball,19,female,yes
781,Ca Mau,badminton,22,male,no
782,Ha Noi,volleyball,19,male,no
783,Vinh Phuc,football,21,male,yes
784,Ha Noi,marathon,18,female,yes
785,Ha Noi,badminton,22,female,no
786,Ca Mau,badminton,18,female,yes
787,Ha Noi,marathon,19,female,no
788,Ha Noi,marathon,23,male,yes
789,Binh Duong,badminton,18,female,no
790,Hai Phong,badminton,18,female,yes
791,Vinh Phuc,marathon,21,male,yes
792,Vinh Phuc,marathon,19,male,yes
793,Hai Phong,badminton,19,female,no
794,Binh Duong,football,22,male,yes
795,Hai Duong,badminton,20,male,no
796,Ha Noi,marathon,23,female,yes
797,Hai Duong,badminton,23,female,yes
798,Vinh Phuc,volleyball,19,female,no
799,Ha Noi,volleyball,21,male,yes
800,Hai Phong,volleyball,18,female,no
801,Binh Duong,football,20,female,no
802,Vinh Phuc,football,23,male,no
803,Binh Duong,badminton,20,male,yes
804,Ca Mau,badminton,19,male,yes
805,Hai Duong,marathon,19,female,yes
806,Vinh,marathon,19,female,no
807,Vinh Phuc,volleyball,19,male,no
808,Binh Duong,volleyball,20,male,yes
809,Vinh,badminton,20,male,no
810,Ha Noi,badminton,21,male,yes
811,Vinh Phuc,football,18,female,no
812,Vinh,football,22,female,yes
813,Binh Duong,badminton,21,female,no
814,Ca Mau,volleyball,23,female,no
815,Hai Duong,football,22,male,no
816,Binh Duong,football,19,male,no
817,Vinh,football,18,male,yes
818,Hai Duong,marathon,23,female,no
819,Vinh,football,19,female,yes
820,Vinh Phuc,marathon,23,male,yes
821,Vinh Phuc,badminton,18,male,no
822,Vinh Phuc,badminton,21,female,no
823,Vinh,badminton,21,male,no
824,Ha Noi,badminton,20,male,yes
825,Vinh Phuc,volleyball,18,female,yes
826,Vinh,volleyball,21,female,yes
827,Ca Mau,volleyball,21,female,yes
828,Ha Noi,marathon,19,female,yes
829,Ha Noi,volleyball,22,male,yes
830,Ha Noi,football,23,male,no
831,Ca Mau,badminton,22,female,yes
832,Hai Phong,football,18,female,yes
833,Ha Noi,marathon,22,female,no
834,Hai Duong,badminton,23,female,yes
835,Ha Noi,marathon,20,female,yes
836,Ha Noi,volleyball,23,male,no
837,Vinh Phuc,marathon,19,male,no
838,Vinh,marathon,18,female,no
839,Ha Noi,marathon,22,female,no
840,Vinh,badminton,20,female,yes
841,Vinh Phuc,badminton,23,male,yes
842,Vinh,marathon,23,female,no
843,Hai Phong,volleyball,21,female,no
844,Ca Mau,marathon,23,male,yes
845,Vinh Phuc,badminton,19,male,no
846,Vinh Phuc,volleyball,23,female,yes
847,Ha Noi,badminton,22,female,yes
848,Hai Phong,volleyball,19,male,no
849,Vinh,volleyball,23,male,yes
850,Ha Noi,marathon,22,male,yes
851,Ca Mau,volleyball,23,male,no
852,Binh Duong,badminton,18,female,no
853,Hai Duong,volleyball,19,male,no
854,Vinh Phuc,badminton,19,female,no
855,Binh Duong,football,21,male,yes
856,Vinh,football,21,male,no
857,Ca Mau,badminton,19,male,no
858,Hai Phong,badminton,20,female,yes
859,Vinh Phuc,football,23,female,no
860,Ha Noi,badminton,21,male,no
861,Ha Noi,football,18,male,yes
862,Ha Noi,football,20,female,yes
863,Hai Duong,marathon,19,female,no
864,Ca Mau,badminton,22,male,yes
865,Hai Duong,football,18,female,no
866,Hai Phong,marathon,20,female,yes
867,Vinh Phuc,football,21,male,no
868,Vinh,marathon,22,male,yes
869,Ca Mau,marathon,22,male,no
870,Vinh Phuc,badminton,20,female,no
871,Binh Duong,badminton,22,female,yes
872,Hai Phong,badminton,21,female,yes
873,Ha Noi,badminton,23,male,no
874,Binh Duong,football,22,female,yes
875,Vinh Phuc,football,21,female,no
876,Ha Noi,badminton,20,female,no
877,Vinh,football,19,male,yes
878,Vinh Phuc,volleyball,19,male,no
879,Hai Duong,marathon,18,male,yes
880,Ha Noi,badminton,19,female,yes
881,Vinh,marathon,20,male,yes
882,Ha Noi,volleyball,18,male,yes
883,Ca Mau,volleyball,22,male,no
884,Hai Phong,badminton,23,male,no
885,Binh Duong,volleyball,19,male,no
886,Hai Phong,marathon,23,male,yes
887,Ca Mau,marathon,19,male,yes
888,Hai Phong,football,23,male,no
889,Vinh,marathon,20,male,yes
890,Binh Duong,marathon,23,female,yes
891,Ca Mau,football,23,male,yes
892,Ha Noi,badminton,20,male,yes
893,Ca Mau,football,20,male,yes
894,Hai Phong,badminton,20,female,no
895,Vinh,badminton,21,female,no
896,Vinh Phuc,marathon,20,female,yes
897,Ca Mau,badminton,18,female,no
898,Vinh,marathon,18,female,no
899,Vinh,marathon,21,female,yes
900,Vinh Phuc,badminton,23,male,yes
901,Ca Mau,marathon,19,male,no
902,Ha Noi,marathon,19,male,yes
903,Binh Duong,badminton,18,female,no
904,Hai Duong,badminton,18,female,yes
905,Vinh,badminton,19,male,no
906,Vinh Phuc,marathon,21,male,yes
907,Binh Duong,badminton,23,female,yes
908,Hai Duong,marathon,23,female,no
909,Binh Duong,football,22,male,yes
910,Vinh,volleyball,23,female,no
911,Ca Mau,volleyball,20,female,yes
912,Vinh,football,18,female,yes
913,Vinh Phuc,badminton,22,female,yes
914,Ha Noi,badminton,21,male,no
915,Hai Duong,volleyball,19,male,no
916,Hai Duong,marathon,20,male,yes
917,Hai Phong,volleyball,19,male,no
918,Hai Duong,badminton,18,female,yes
919,Vinh Phuc,volleyball,18,male,no
920,Ca Mau,badminton,18,female,no
921,Vinh,football,20,female,no
922,Ha Noi,badminton,20,female,no
923,Vinh,badminton,21,female,no
924,Vinh Phuc,football,22,female,yes
925,Hai Phong,badminton,21,female,no
926,Hai Phong,badminton,19,male,yes
927,Vinh Phuc,badminton,18,female,no
928,Ca Mau,football,23,male,yes
929,Hai Duong,marathon,21,male,no
930,Ha Noi,volleyball,18,female,no
931,Vinh Phuc,badminton,19,male,no
932,Hai Duong,volleyball,22,male,no
933,Binh Duong,football,22,female,no
934,Ca Mau,badminton,20,female,yes
935,Hai Phong,marathon,21,male,yes
936,Ha Noi,marathon,21,male,no
937,Ha Noi,football,20,female,no
938,Vinh Phuc,marathon,19,male,no
939,Binh Duong,volleyball,22,male,no
940,Ha Noi,badminton,21,male,no
941,Ha Noi,volleyball,23,male,yes
942,Ha Noi,volleyball,19,male,yes
943,Hai Phong,badminton,20,male,no
944,Hai Duong,volleyball,19,female,no
945,Vinh,marathon,19,male,yes
946,Hai Phong,badminton,23,female,no
947,Ca Mau,marathon,21,female,yes
948,Hai Phong,football,18,male,no
949,Hai Duong,volleyball,18,female,no
950,Vinh Phuc,marathon,21,female,no
951,Hai Duong,badminton,22,female,yes
952,Hai Duong,badminton,22,female,yes
953,Hai Phong,badminton,22,female,yes
954,Ha Noi,volleyball,22,male,no
955,Vinh,marathon,19,male,yes
956,Hai Duong,football,18,male,no
957,Vinh Phuc,badminton,19,male,no
958,Hai Duong,badminton,20,male,yes
959,Hai Phong,marathon,20,male,no
960,Vinh Phuc,marathon,18,male,yes
961,Binh Duong,badminton,23,male,yes
962,Hai Phong,marathon,19,female,no
963,Ha Noi,marathon,19,female,no
964,Ca Mau,volleyball,19,male,no
965,Hai Duong,volleyball,23,male,no
966,Ha Noi,badminton,20,female,no
967,Hai Duong,marathon,23,female,yes
968,Binh Duong,volleyball,23,male,yes
969,Binh Duong,volleyball,22,male,no
970,Ca Mau,volleyball,18,male,yes
971,Binh Duong,badminton,19,male,no
972,Vinh Phuc,badminton,23,male,yes
973,Hai Phong,marathon,19,male,no
974,Vinh,volleyball,22,female,yes
975,Binh Duong,badminton,22,male,no
976,Binh Duong,volleyball,20,male,yes
977,Ca Mau,badminton,22,male,yes
978,Vinh,marathon,18,male,no
979,Hai Duong,badminton,23,male,no
980,Ca Mau,football,20,female,no
981,Hai Phong,marathon,19,female,yes
982,Vinh Phuc,marathon,20,female,yes
983,Hai Phong,badminton,18,female,no
984,Binh Duong,marathon,23,female,yes
985,Vinh,marathon,19,female,no
986,Binh Duong,football,19,female,yes
987,Ha Noi,marathon,23,female,yes
988,Vinh Phuc,volleyball,21,male,no
989,Ca Mau,football,19,male,no
990,Hai Duong,marathon,21,female,no
991,Hai Duong,football,20,male,no
992,Hai Phong,football,22,male,no
993,Binh Duong,football,23,female,no
994,Vinh Phuc,football,19,male,no
995,Ha Noi,football,23,male,no
996,Ha Noi,badminton,22,female,yes
997,Vinh Phuc,volleyball,21,male,no
998,Hai Phong,football,19,male,no
999,Hai Phong,badminton,18,male,no
1000,Ha Noi,football,18,female,no
1001,Binh Duong,marathon,23,male,no
1002,Binh Duong,marathon,18,female,no
1003,Binh Duong,football,23,male,no
1004,Ca Mau,volleyball,18,male,yes
1005,Binh Duong,football,23,female,no
1006,Hai Phong,football,18,male,no
1007,Vinh Phuc,badminton,21,male,yes
1008,Binh Duong,football,22,male,no
1009,Vinh Phuc,volleyball,22,female,yes
1010,Hai Duong,badminton,19,male,no
1011,Hai Duong,football,19,female,yes
1012,Hai Phong,volleyball,23,male,no
1013,Hai Duong,volleyball,18,male,no
1014,Ha Noi,football,18,male,yes
1015,Hai Phong,football,19,male,no
1016,Ca Mau,badminton,19,male,no
1017,Hai Duong,marathon,20,male,yes
1018,Binh Duong,volleyball,22,male,no
1019,Vinh,football,23,male,no
1020,Hai Duong,badminton,20,female,no
1021,Hai Phong,volleyball,22,female,yes
1022,Hai Phong,badminton,22,female,yes
1023,Ha Noi,football,18,male,no
1024,Hai Duong,marathon,19,male,yes
1025,Ca Mau,volleyball,18,female,no
1026,Hai Duong,badminton,21,female,yes
1027,Hai Duong,marathon,19,female,no
1028,Ca Mau,badminton,23,male,no
1029,Vinh Phuc,volleyball,21,female,no
1030,Vinh,badminton,21,male,no
1031,Ha Noi,volleyball,21,female,no
1032,Binh Duong,badminton,21,female,no
1033,Ha Noi,badminton,19,male,yes
1034,Vinh,volleyball,21,male,yes
1035,Hai Duong,volleyball,21,female,no
1036,Ca Mau,football,23,male,no
1037,Hai Phong,marathon,19,female,yes
1038,Ha Noi,football,18,female,no
1039,Hai Duong,volleyball,18,male,yes
1040,Hai Phong,volleyball,21,male,no
1041,Ha Noi,marathon,23,female,no
1042,Ha Noi,volleyball,20,female,no
1043,Hai Duong,badminton,23,male,no
1044,Hai Duong,marathon,20,male,no
1045,Vinh Phuc,volleyball,23,male,no
1046,Vinh Phuc,football,23,female,yes
1047,Vinh,football,22,female,no
1048,Vinh Phuc,football,23,male,yes
1049,Hai Duong,volleyball,23,female,no
1050,Ha Noi,badminton,22,male,no
1051,Vinh,football,18,male,yes
1052,Vinh,football,21,male,yes
1053,Ca Mau,volleyball,22,female,yes
1054,Hai Phong,volleyball,20,female,no
1055,Vinh,volleyball,23,female,yes
1056,Hai Duong,volleyball,18,female,no
1057,Vinh,volleyball,19,female,no
1058,Vinh Phuc,badminton,18,female,no
1059,Ca Mau,volleyball,23,female,yes
1060,Vinh Phuc,football,19,male,no
1061,Ha Noi,volleyball,19,male,no
1062,Ha Noi,badminton,22,male,no
1063,Binh Duong,football,20,female,no
1064,Ca Mau,marathon,18,male,yes
1065,Binh Duong,football,23,male,no
1066,Vinh Phuc,marathon,19,male,no
1067,Hai Duong,volleyball,21,male,yes
1068,Ha Noi,volleyball,23,female,yes
1069,Vinh,volleyball,22,female,no
1070,Ha Noi,marathon,19,female,no
1071,Ha Noi,marathon,18,female,no
1072,Vinh Phuc,football,22,male,yes
1073,Ca Mau,volleyball,22,male,yes
1074,Ha Noi,volleyball,22,female,no
1075,Ha Noi,badminton,19,female,no
1076,Hai Phong,volleyball,18,male,yes
1077,Binh Duong,marathon,23,female,no
1078,Vinh Phuc,badminton,19,male,yes
1079,Hai Phong,volleyball,22,male,no
1080,Ha Noi,football,21,female,yes
1081,Vinh,volleyball,20,female,yes
1082,Vinh,badminton,20,male,no
1083,Vinh Phuc,marathon,19,female,yes
1084,Vinh,volleyball,23,male,no
1085,Hai Duong,marathon,18,female,yes
1086,Hai Phong,volleyball,21,female,no
1087,Vinh,badminton,20,male,yes
1088,Vinh,volleyball,18,female,yes
1089,Ca Mau,marathon,18,male,no
1090,Vinh,volleyball,21,female,no
1091,Hai Phong,volleyball,22,male,yes
1092,Hai Duong,badminton,20,female,yes
1093,Hai Duong,volleyball,21,male,yes
1094,Ha Noi,football,22,female,no
1095,Binh Duong,football,21,female,yes
1096,Vinh,football,22,female,no
1097,Ca Mau,volleyball,20,male,no
1098,Vinh Phuc,badminton,18,female,no
1099,Ha Noi,volleyball,20,male,no
1100,Vinh,football,22,male,no
1101,Ha Noi,marathon,19,female,no
1102,Hai Duong,badminton,18,male,yes
1103,Hai Duong,marathon,18,male,no
1104,Vinh,volleyball,23,female,yes
1105,Vinh,football,18,female,yes
1106,Hai Duong,volleyball,23,male,yes
1107,Ha Noi,marathon,23,female,yes
1108,Vinh,volleyball,23,female,yes
1109,Binh Duong,football,19,male,no
1110,Binh Duong,marathon,20,male,yes
1111,Hai Duong,football,19,male,yes
1112,Vinh,volleyball,19,female,yes
1113,Vinh,football,23,female,yes
1114,Vinh Phuc,marathon,23,male,yes
1115,Ha Noi,badminton,20,male,yes
1116,Vinh,marathon,23,male,yes
1117,Ha Noi,football,22,female,no
1118,Binh Duong,football,21,male,yes
1119,Ca Mau,football,23,male,yes
1120,Hai Duong,volleyball,20,male,no
1121,Binh Duong,football,20,male,yes
1122,Ca Mau,marathon,18,female,no
1123,Hai Duong,badminton,20,male,no
1124,Vinh Phuc,volleyball,23,male,no
1125,Hai Duong,marathon,22,female,yes
1126,Vinh Phuc,volleyball,21,male,no
1127,Binh Duong,football,23,male,yes
1128,Hai Duong,badminton,23,male,yes
1129,Hai Duong,badminton,19,female,no
1130,Ha Noi,football,22,male,yes
1131,Ha Noi,volleyball,22,female,yes
1132,Vinh,football,22,female,no
1133,Hai Phong,marathon,23,male,no
1134,Vinh,marathon,21,female,no
1135,Vinh Phuc,marathon,20,female,no
1136,Ca Mau,badminton,20,female,yes
1137,Ha Noi,badminton,21,male,no
1138,Ha Noi,football,22,female,yes
1139,Ha Noi,badminton,20,male,yes
1140,Hai Duong,badminton,18,male,yes
1141,Ha Noi,marathon,21,male,yes
1142,Ca Mau,football,23,female,no
1143,Ha Noi,football,19,male,no
1144,Vinh Phuc,volleyball,19,male,yes
1145,Binh Duong,badminton,19,male,no
1146,Binh Duong,football,23,female,no
1147,Binh Duong,badminton,22,female,yes
1148,Vinh Phuc,marathon,22,female,no
1149,Hai Phong,marathon,20,female,yes
1150,Hai Duong,volleyball,19,male,no
1151,Hai Duong,badminton,23,female,no
1152,Ha Noi,marathon,22,female,yes
1153,Hai Phong,marathon,19,female,yes
1154,Hai Phong,badminton,22,male,no
1155,Vinh Phuc,football,23,male,yes
1156,Vinh,marathon,21,female,yes
1157,Ha Noi,badminton,22,female,yes
1158,Vinh,volleyball,18,female,no
1159,Vinh Phuc,volleyball,18,female,no
1160,Vinh,football,21,female,no
1161,Hai Duong,marathon,23,female,no
1162,Hai Duong,marathon,19,female,yes
1163,Binh Duong,marathon,23,male,no
1164,Ha Noi,volleyball,19,female,yes
1165,Hai Phong,football,19,male,yes
1166,Vinh,marathon,22,female,yes
1167,Vinh Phuc,volleyball,23,male,yes
1168,Ha Noi,badminton,22,female,yes
1169,Binh Duong,marathon,23,female,no
1170,Vinh Phuc,football,23,male,yes
1171,Vinh Phuc,football,21,male,no
1172,Ca Mau,football,20,male,no
1173,Hai Duong,football,18,male,no
1174,Hai Phong,marathon,23,male,yes
1175,Hai Phong,volleyball,19,male,yes
1176,Binh Duong,volleyball,19,male,yes
1177,Hai Duong,badminton,23,male,yes
1178,Vinh,badminton,23,female,yes
1179,Hai Phong,football,22,male,yes
1180,Vinh,football,21,male,yes
1181,Binh Duong,badminton,21,male,yes
1182,Binh Duong,football,22,female,yes
1183,Vinh,badminton,18,female,yes
1184,Vinh,volleyball,23,female,yes
1185,Ha Noi,football,19,male,no
1186,Ha Noi,badminton,22,female,no
1187,Hai Phong,marathon,21,female,yes
1188,Vinh Phuc,football,22,male,no
1189,Vinh,marathon,20,male,no
1190,Hai Duong,volleyball,22,male,no
1191,Ha Noi,volleyball,19,female,yes
1192,Hai Phong,volleyball,18,female,no
1193,Ca Mau,badminton,23,male,yes
1194,Binh Duong,volleyball,21,male,no
1195,Binh Duong,badminton,22,female,no
1196,Hai Phong,marathon,19,female,yes
1197,Ha Noi,marathon,20,male,no
1198,Binh Duong,marathon,20,female,no
1199,Vinh Phuc,marathon,22,female,no
1200,Hai Phong,badminton,18,female,yes
1201,Vinh,marathon,21,male,yes
1202,Binh Duong,football,22,female,no
1203,Vinh Phuc,volleyball,21,male,no
1204,Vinh Phuc,marathon,20,female,no
1205,Hai Duong,badminton,22,female,no
1206,Binh Duong,badminton,23,female,yes
1207,Binh Duong,marathon,20,male,no
1208,Vinh,football,20,male,no
1209,Hai Duong,volleyball,23,male,no
1210,Vinh,volleyball,21,male,yes
1211,Hai Duong,badminton,18,female,yes
1212,Ca Mau,football,21,male,yes
1213,Ca Mau,badminton,23,female,no
1214,Vinh Phuc,badminton,19,female,yes
1215,Hai Phong,volleyball,18,female,yes
1216,Ca Mau,volleyball,21,male,no
1217,Hai Phong,marathon,20,male,yes
1218,Vinh,badminton,22,female,yes
1219,Ha Noi,marathon,18,female,yes
1220,Binh Duong,badminton,23,male,no
1221,Ca Mau,badminton,22,female,yes
1222,Hai Phong,badminton,18,female,yes
1223,Ha Noi,football,18,female,yes
1224,Hai Duong,marathon,20,female,yes
1225,Vinh,badminton,20,male,yes
1226,Vinh Phuc,volleyball,23,male,no
1227,Vinh,marathon,22,male,yes
1228,Hai Duong,football,22,female,yes
1229,Ha Noi,badminton,22,male,no
1230,Vinh,badminton,23,male,no
1231,Ha Noi,volleyball,23,male,yes
1232,Ha Noi,badminton,22,male,no
1233,Ha Noi,volleyball,18,male,no
1234,Vinh Phuc,volleyball,21,male,yes
1235,Vinh Phuc,football,22,female,no
1236,Hai Phong,football,21,female,no
1237,Ca Mau,volleyball,19,male,no
1238,Binh Duong,volleyball,23,female,no
1239,Hai Duong,volleyball,21,male,yes
1240,Hai Duong,football,18,female,no
1241,Vinh Phuc,marathon,23,female,no
1242,Vinh,marathon,20,male,yes
1243,Vinh Phuc,volleyball,20,female,no
1244,Hai Duong,marathon,20,male,yes
1245,Vinh Phuc,marathon,18,male,no
1246,Vinh,football,20,male,no
1247,Hai Duong,football,18,male,yes
1248,Hai Phong,marathon,22,female,no
1249,Binh Duong,marathon,20,male,yes
1250,Ha Noi,marathon,23,female,yes
1251,Binh Duong,football,23,male,yes
